2023-07-16 16:52:14.561,3776,3671,4458,4130,0.060000,0.075000,167.645599,348.678619,
2023-07-16 16:52:14.928,3923,4127,3999,4008,0.076000,0.080000,167.180283,348.680023,
2023-07-16 16:52:15.229,3503,3927,4186,4417,0.076000,0.000000,167.011200,348.080902,
2023-07-16 16:52:15.588,4104,4195,3927,3812,0.068000,-0.040000,168.423676,349.705597,
2023-07-16 16:52:15.889,3888,4073,4045,4031,0.063000,-0.025000,169.430023,352.140594,
2023-07-16 16:52:16.238,4031,4161,3961,3893,0.061000,-0.010000,169.728607,353.352448,
2023-07-16 16:52:16.601,3919,4005,4138,4013,0.076000,0.075000,170.249115,354.251892,
2023-07-16 16:52:16.905,3988,3975,4149,3955,0.087000,0.055000,168.525192,352.530762,
2023-07-16 16:52:17.257,4142,4171,3954,3792,0.078000,-0.045000,169.306412,352.070679,
2023-07-16 16:52:17.542,3769,4006,4129,4155,0.072000,-0.030000,170.271515,353.928070,
2023-07-16 16:52:17.907,3986,4200,3935,3940,0.078000,0.030000,170.676544,355.238617,
2023-07-16 16:52:18.209,4101,3929,4208,3832,0.077000,-0.005000,169.961441,354.682251,
2023-07-16 16:52:18.570,4053,4009,4150,3892,0.075000,-0.010000,171.024841,355.415588,
2023-07-16 16:52:18.914,3720,3997,4168,4235,0.078000,0.015000,170.668076,355.855804,
2023-07-16 16:52:19.262,4132,4131,4033,3838,0.094000,0.080000,171.059738,356.048065,
2023-07-16 16:52:19.590,3977,4122,4044,3971,0.102000,0.040000,169.372650,354.265594,
2023-07-16 16:52:19.869,3715,4170,3983,4247,0.098000,-0.020000,170.305038,354.025177,
2023-07-16 16:52:20.224,3760,3935,4214,4197,0.089000,-0.045000,170.762619,355.374146,
2023-07-16 16:52:20.594,4089,4205,3949,3877,0.090000,0.005000,171.705002,356.933441,
2023-07-16 16:52:20.877,4063,4258,3894,3914,0.108000,0.090000,170.896744,356.708435,
2023-07-16 16:52:21.226,3944,3973,4182,4030,0.135000,0.135000,169.884705,354.769836,
2023-07-16 16:52:21.543,3524,3852,4292,4453,0.160000,0.125000,168.127930,351.730499,
2023-07-16 16:52:21.896,3937,4193,3945,4029,0.167000,0.035000,167.916885,350.002716,
2023-07-16 16:52:22.251,3662,3991,4160,4286,0.143000,-0.120000,168.805771,350.937958,
2023-07-16 16:52:22.556,3947,4064,4104,3986,0.109000,-0.170000,171.298691,354.794830,
2023-07-16 16:52:22.969,3637,4033,4128,4319,0.074000,-0.175000,172.953064,358.940247,
2023-07-16 16:52:23.216,4292,4294,3861,3687,0.076000,0.010000,174.868362,362.713013,
2023-07-16 16:52:23.570,3812,4114,4056,4167,0.111000,0.175000,172.270630,361.061920,
2023-07-16 16:52:23.887,3648,4133,4050,4312,0.150000,0.195000,170.235870,356.353699,
2023-07-16 16:52:24.220,4062,4148,4027,3887,0.171000,0.105000,168.167130,352.072144,
2023-07-16 16:52:24.505,3462,3868,4303,4473,0.147000,-0.120000,168.421738,350.666443,
2023-07-16 16:52:24.906,3795,4049,4126,4131,0.093000,-0.270000,171.736877,355.022552,
2023-07-16 16:52:25.223,4351,4225,3931,3611,0.052000,-0.205000,175.405624,362.371094,
2023-07-16 16:52:25.530,4020,4264,3900,3963,0.069000,0.085000,175.764160,365.876556,
2023-07-16 16:52:25.878,3803,4147,4045,4167,0.117000,0.240000,172.288635,361.830933,
2023-07-16 16:52:26.179,3997,4254,3932,3962,0.167000,0.250000,169.493103,355.440247,
2023-07-16 16:52:26.549,4263,4189,3935,3726,0.199000,0.160000,167.203644,350.248810,
2023-07-16 16:52:26.884,4094,3924,4161,3920,0.185000,-0.070000,167.095917,348.206268,
2023-07-16 16:52:27.185,3682,4175,3930,4295,0.135000,-0.250000,170.234192,352.039337,